timestamp,test-class,test-method,time,description,result
2021-12-08 18:20:11.672,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4742,"[1] recordIndex=0, author=Leslie Design, text=I have to go to the dry cleaner!, info=http://cleanApp.com",OK
2021-12-08 18:20:15.663,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3637,"[2] recordIndex=1, author=Marta Design, text=I have to study for the exams, info=https://www.informatica.us.es/",OK
2021-12-08 18:20:18.94,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2986,"[3] recordIndex=2, author=Foo Bar, text=Just turning 50!, info=null",OK
2021-12-08 18:20:22.0,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2795,"[4] recordIndex=3, author=John Doe, text=I'm happy!, info=null",OK
2021-12-08 18:20:25.4,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3138,"[5] recordIndex=4, author=Jane Doe, text=I have to clean the car, info=http://www.lavaderoSevilla.com",OK
2021-12-08 18:20:27.3,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1624,"[1] recodIndex=0, author=Sex, text=Good morning!, info=http://www.sample-app.com",OK
2021-12-08 18:20:29.106,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1508,"[2] recodIndex=1, author=Good morning!, text=sex, info=http://www.sample-app.com",OK
2021-12-08 18:20:31.155,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1706,"[3] recodIndex=2, author=Hola a a million dollars, text=Hello people!, info=http://www.sample-app.com",OK
2021-12-08 18:20:33.011,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1577,"[4] recodIndex=3, author=null, text=Good morning!, info=null",OK
2021-12-08 18:20:35.02,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1712,"[5] recodIndex=4, author=null, text=null, info=null",OK
2021-12-08 18:20:37.016,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1678,"[6] recodIndex=5, author=null, text=Good morning!, info=http://www.sample-app.com",OK
2021-12-08 18:20:38.847,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1561,"[7] recodIndex=6, author=Sex, text=Sex a a a a a a a a a, info=http://www.sample-app.com",OK
2021-12-08 18:20:41.077,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1914,"[8] recodIndex=7, author=Leslie, text=null, info=http://www.sample-app.com",OK
2021-12-08 18:20:42.899,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1538,"[9] recodIndex=8, author=Good morning!, text=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, info=null",OK
