timestamp,simple-path,time
2021-12-09 13:29:49.001,/master/welcome,415
2021-12-09 13:29:49.301,/master/welcome,270
2021-12-09 13:29:50.048,/master/sign-in,590
2021-12-09 13:29:51.167,/master/welcome,578
2021-12-09 13:29:53.439,/master/welcome,268
2021-12-09 13:29:54.065,/master/welcome,557
2021-12-09 13:29:54.403,/master/welcome,232
2021-12-09 13:29:54.692,/master/welcome,247
2021-12-09 13:29:55.35,/master/sign-in,573
2021-12-09 13:29:56.598,/master/welcome,579
