timestamp,test-class,test-method,time,description,result
2021-12-09 13:58:09.248,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3726,"[1] recordIndex=0, title=null, description=null, periodInitial=null, periodFinal=null, workloadInHours=null, Link=null, isPublic=false",OK
2021-12-09 13:58:13.546,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4057,"[2] recordIndex=1, title=Nigeria, description=descripcion bien, periodInitial=2021/06/30 17:50, periodFinal=2021/10/31 18:55, workloadInHours=999.10, Link=http://www.sample-app.com/, isPublic=true",OK
2021-12-09 13:58:17.444,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3672,"[3] recordIndex=2, title=Titulo correcto, description=sex, periodInitial=2021/06/30 17:50, periodFinal=2021/08/31 18:55, workloadInHours=1.00, Link=null, isPublic=false",OK
2021-12-09 13:58:21.526,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3859,"[4] recordIndex=3, title=Tarea 6, description=hacer la comida, periodInitial=2021/03/31 17:50, periodFinal=2021/08/31 18:55, workloadInHours=10.23, Link=http://www.sample-app.com/, isPublic=false",OK
2021-12-09 13:58:25.761,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4007,"[5] recordIndex=3, title=Tarea 7, description=Descripcion, periodInitial=2021/07/31 17:50, periodFinal=2021/05/31 18:55, workloadInHours=20.99, Link=http://www.sample-app.com/, isPublic=true",OK
2021-12-09 13:58:29.791,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3802,"[6] recordIndex=4, title=Titulo, description=ir al gym, periodInitial=2021/09/30 17:50, periodFinal=2021/10/31 18:55, workloadInHours=-3.00, Link=null, isPublic=false",OK
2021-12-09 13:58:33.803,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3780,"[7] recordIndex=5, title=Tarea 9, description=Recoger colada, periodInitial=2021/06/30 17:50, periodFinal=2021/07/30 18:56, workloadInHours=725.00, Link=sample-app.com, isPublic=false",OK
2021-12-09 13:58:38.021,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3982,"[8] recordIndex=6, title=null, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:58:42.14,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3873,"[9] recordIndex=7, title=null, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:58:47.205,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4829,"[10] recordIndex=8, title=Gustavo Adolfo Claudio Domínguez Bastida (February 171836 – December 221870) better known as Gustavo Adolfo Bécquer (Spanish pronunciation: [ɡusˈtaβo aˈðolfo ˈβekeɾ]) was a Spanish Romanticist poet and writer (mostly short stories) also a playwrigh literary columnist and talented in drawing. Today he is considered one of the most important figures in Spanish literature and is considered by some as the most read writer after Miguel de Cervantes.[1] He adopted the alias of Bécquer as his brother Valeriano Bé…, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:58:51.417,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3963,"[11] recordIndex=9, title=Do exercises, description=null, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:58:55.655,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4003,"[12] recordIndex=10, title=Do exercises, description=null, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:59:00.694,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4801,"[13] recordIndex=11, title=Do exercises, description=Gustavo Adolfo Claudio Domínguez Bastida (February 171836 – December 221870) better known as Gustavo Adolfo Bécquer (Spanish pronunciation: [ɡusˈtaβo aˈðolfo ˈβekeɾ]) was a Spanish Romanticist poet and writer (mostly short stories) also a playwrigh literary columnist and talented in drawing. Today he is considered one of the most important figures in Spanish literature and is considered by some as the most read writer after Miguel de Cervantes.[1] He adopted the alias of Bécquer as his brother Valeriano Bé…, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:59:04.97,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4041,"[14] recordIndex=12, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2011/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:59:09.251,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4049,"[15] recordIndex=13, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2011/08/03 17:50, periodFinal=2011/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:59:13.517,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4020,"[16] recordIndex=14, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/08/04 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:59:17.831,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4073,"[17] recordIndex=15, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2022/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:59:22.058,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4004,"[18] recordIndex=16, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=2000.01, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:59:26.249,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3970,"[19] recordIndex=17, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=-1.01, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:59:30.48,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4017,"[20] recordIndex=18, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=1.0000000004, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:59:34.776,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4061,"[21] recordIndex=19, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=0.71, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:59:39.033,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4036,"[22] recordIndex=20, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=0.01, Link=Esto deberia de ser una URL, isPublic=true",OK
2021-12-09 13:59:43.344,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4083,"[23] recordIndex=21, title=Testing workload, description=I have to finish developing my application, periodInitial=2021/07/30 19:50, periodFinal=2021/07/30 19:50, workloadInHours=0.01, Link=Esto deberia de ser una URL, isPublic=true",OK
2021-12-09 13:59:47.65,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4072,"[24] recordIndex=22, title=Testing workload, description=I have to finish developing my application, periodInitial=2021/07/30 19:50, periodFinal=2021/07/30 20:50, workloadInHours=0.60, Link=Esto deberia de ser una URL, isPublic=true",OK
2021-12-09 13:59:51.943,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4065,"[25] recordIndex=23, title=Testing workload, description=I have to finish developing my application, periodInitial=2021/07/30 19:50, periodFinal=2021/07/30 20:50, workloadInHours=1.01, Link=Esto deberia de ser una URL, isPublic=true",OK
2021-12-09 13:59:55.941,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3772,"[26] recordIndex=24, title=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, description=TITULO 81 LETRAS, periodInitial=2021/09/30 17:00, periodFinal=2021/09/30 17:59, workloadInHours=0.59, Link=http://www.sample-app.com/, isPublic=false",OK
2021-12-09 14:00:00.883,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,4691,"[1] recordIndex=13, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/12/08 23:50, periodFinal=2021/12/09 18:55, workloadInHours=10, Link=http://www.sample-app.com, isPublic=true",Record index 13 is out of range
2021-12-09 14:00:05.518,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,4398,"[2] recordIndex=14, title=Clean my car, description=I have to clean my car, periodInitial=2021/12/09 17:50, periodFinal=2021/12/10 19:55, workloadInHours=10, Link=null, isPublic=false",Record index 14 is out of range
2021-12-09 14:00:10.218,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,4466,"[3] recordIndex=15, title=Study the math test, description=I have to study this month, periodInitial=2021/12/10 13:50, periodFinal=2021/12/11 17:55, workloadInHours=9.00, Link=http://mathExams.com, isPublic=false",Record index 15 is out of range
2021-12-09 14:00:15.271,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,4817,"[4] recordIndex=16, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/12/10 17:50, periodFinal=2021/12/14 19:55, workloadInHours=0.01, Link=http://www.sample-app.com, isPublic=true",Record index 16 is out of range
2021-12-09 14:00:19.837,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,4314,"[5] recordIndex=17, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/12/09 19:50, periodFinal=2021/12/10 17:55, workloadInHours=1.34, Link=null, isPublic=false",Record index 17 is out of range
2021-12-09 14:00:24.567,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,4483,"[6] recordIndex=18, title=Clean the car, description=I have to clean the car, periodInitial=2021/12/10 17:30, periodFinal=2021/12/15 18:30, workloadInHours=0.59, Link=http://lavaderosSevilla.com, isPublic=false",Record index 18 is out of range
