timestamp,test-class,test-method,time,description,result
2021-12-09 13:27:19.711,acme.testing.administrator.configuration.AdministratorConfigurationListTest,ListRecent,32485,"[1] recordIndex=0, spam=sex,duro,hard core,viagra,cialis,nigeria,has ganado,you've won,millon de dolares,million dollars, threshold=0.1",Cannot find 'By.xpath: //div[@id='mainMenu']/ul/li[a[normalize-space()='Administrator']]/div[contains(@class, 'dropdown-menu')]/a[normalize-space()='List spam words']'
