timestamp,test-class,test-method,time,description,result
2021-12-09 14:24:07.521,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,6943,"[1] recordIndex=11, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2022/01/24 23:50, periodFinal=2022/02/28 18:55, workloadInHours=10, Link=http://www.sample-app.com, isPublic=true",Expected value '2022/01/24 23:50' in attribute 0 of record 11, but found '2021/03/31 17:50'
2021-12-09 14:24:12.567,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,4728,"[2] recordIndex=12, title=Clean my car, description=I have to clean my car, periodInitial=2022/01/24 17:50, periodFinal=2022/02/28 19:55, workloadInHours=10.00, Link=null, isPublic=false",Expected value '2022/01/24 17:50' in attribute 0 of record 12, but found '2022/01/24 23:50'
2021-12-09 14:24:17.379,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,4528,"[3] recordIndex=13, title=Study the math test, description=I have to study this month, periodInitial=2022/01/25 13:50, periodFinal=2022/02/20 17:55, workloadInHours=9.00, Link=http://mathExams.com, isPublic=false",Expected value '2022/01/25 13:50' in attribute 0 of record 13, but found '2022/01/24 17:50'
2021-12-09 14:24:22.716,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,5079,"[4] recordIndex=14, title=Developing my application, description=I have to finish developing my application, periodInitial=2022/01/25 17:50, periodFinal=2022/02/28 19:55, workloadInHours=0.01, Link=http://www.sample-app.com, isPublic=true",Expected value '2022/01/25 17:50' in attribute 0 of record 14, but found '2022/01/25 13:50'
2021-12-09 14:24:27.702,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,4668,"[5] recordIndex=15, title=Study the math exam, description=I have to study the math exam, periodInitial=2022/01/28 19:50, periodFinal=2022/02/28 17:55, workloadInHours=1.34, Link=null, isPublic=false",Expected value '2022/01/28 19:50' in attribute 0 of record 15, but found '2022/01/25 17:50'
2021-12-09 14:24:32.284,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,4318,"[6] recordIndex=16, title=Clean the car, description=I have to clean the car, periodInitial=2022/01/27 17:30, periodFinal=2022/02/28 18:30, workloadInHours=0.59, Link=http://lavaderosSevilla.com, isPublic=false",Expected value '2022/01/27 17:30' in attribute 0 of record 16, but found '2022/01/28 19:50'
