timestamp,simple-path,time
2021-12-09 13:29:27.274,/master/welcome,390
2021-12-09 13:29:27.616,/master/welcome,301
2021-12-09 13:29:28.428,/master/sign-in,589
2021-12-09 13:29:29.628,/master/welcome,562
2021-12-09 13:29:31.668,/master/welcome,256
2021-12-09 13:29:32.299,/master/welcome,557
2021-12-09 13:29:32.655,/master/welcome,244
2021-12-09 13:29:32.968,/master/welcome,268
2021-12-09 13:29:33.636,/master/sign-in,548
2021-12-09 13:29:34.87,/master/welcome,573
2021-12-09 13:29:35.596,/administrator/configuration/list,540
2021-12-09 13:29:36.354,/administrator/configuration/show,542
2021-12-09 13:29:36.669,/master/welcome,261
2021-12-09 13:29:37.351,/master/welcome,563
