timestamp,test-class,test-method,time,description,result
2021-12-09 14:21:58.654,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,6031,"[1] recordIndex=11, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/01/24 23:50, periodFinal=2022/02/28 18:55, workloadInHours=10, Link=http://www.sample-app.com, isPublic=true",Expected value '2021/01/24 23:50' in attribute 0 of record 11, but found '2021/03/31 17:50'
2021-12-09 14:22:04.769,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,5864,"[2] recordIndex=12, title=Clean my car, description=I have to clean my car, periodInitial=2022/01/24 17:50, periodFinal=2022/02/28 19:55, workloadInHours=10.00, Link=null, isPublic=false",OK
2021-12-09 14:22:10.795,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,5783,"[3] recordIndex=13, title=Study the math test, description=I have to study this month, periodInitial=2022/01/25 13:50, periodFinal=2022/02/20 17:55, workloadInHours=9.00, Link=http://mathExams.com, isPublic=false",OK
2021-12-09 14:22:17.314,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,6176,"[4] recordIndex=14, title=Developing my application, description=I have to finish developing my application, periodInitial=2022/01/25 17:50, periodFinal=2022/02/28 19:55, workloadInHours=0.01, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 14:22:23.224,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,5613,"[5] recordIndex=15, title=Study the math exam, description=I have to study the math exam, periodInitial=2022/01/28 19:50, periodFinal=2022/02/28 17:55, workloadInHours=1.34, Link=null, isPublic=false",OK
2021-12-09 14:22:29.06,acme.testing.officer.duty.OfficerDutyCreateTest,createPositive,5549,"[6] recordIndex=16, title=Clean the car, description=I have to clean the car, periodInitial=2022/01/27 17:30, periodFinal=2022/02/28 18:30, workloadInHours=0.59, Link=http://lavaderosSevilla.com, isPublic=false",OK
