timestamp,test-class,test-method,time,description,result
2021-12-09 13:54:45.798,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3714,"[1] recordIndex=0, title=null, description=null, periodInitial=null, periodFinal=null, workloadInHours=null, Link=null, isPublic=false",OK
2021-12-09 13:54:50.137,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4085,"[2] recordIndex=1, title=Nigeria, description=descripcion bien, periodInitial=2021/06/30 17:50, periodFinal=2021/10/31 18:55, workloadInHours=999.10, Link=http://www.sample-app.com/, isPublic=true",OK
2021-12-09 13:54:54.067,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3690,"[3] recordIndex=2, title=Titulo correcto, description=sex, periodInitial=2021/06/30 17:50, periodFinal=2021/08/31 18:55, workloadInHours=1.00, Link=null, isPublic=false",OK
2021-12-09 13:54:57.959,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3649,"[4] recordIndex=3, title=Tarea 6, description=hacer la comida, periodInitial=2021/03/31 17:50, periodFinal=2021/08/31 18:55, workloadInHours=10.23, Link=http://www.sample-app.com/, isPublic=false",OK
2021-12-09 13:55:02.217,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4030,"[5] recordIndex=3, title=Tarea 7, description=Descripcion, periodInitial=2021/07/31 17:50, periodFinal=2021/05/31 18:55, workloadInHours=20.99, Link=http://www.sample-app.com/, isPublic=true",OK
2021-12-09 13:55:06.211,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3770,"[6] recordIndex=4, title=Titulo, description=ir al gym, periodInitial=2021/09/30 17:50, periodFinal=2021/10/31 18:55, workloadInHours=-3.00, Link=null, isPublic=false",OK
2021-12-09 13:55:10.167,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3726,"[7] recordIndex=5, title=Tarea 9, description=Recoger colada, periodInitial=2021/06/30 17:50, periodFinal=2021/07/30 18:56, workloadInHours=725.00, Link=sample-app.com, isPublic=false",OK
2021-12-09 13:55:14.318,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3899,"[8] recordIndex=6, title=null, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:55:18.415,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,3851,"[9] recordIndex=7, title=null, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-12-09 13:55:23.537,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,4871,"[10] recordIndex=8, title=Gustavo Adolfo Claudio Domínguez Bastida (February 171836 – December 221870) better known as Gustavo Adolfo Bécquer (Spanish pronunciation: [ɡusˈtaβo aˈðolfo ˈβekeɾ]) was a Spanish Romanticist poet and writer (mostly short stories) also a playwrigh literary columnist and talented in drawing. Today he is considered one of the most important figures in Spanish literature and is considered by some as the most read writer after Miguel de Cervantes.[1] He adopted the alias of Bécquer as his brother Valeriano Bé…, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
